energy_mev,main_loglog,linear_energy,gap_linear_5_40,low_hold,supported_only_diagnostic,experimental_sigma_cm2_per_bit,experimental_value_type,experimental_source
2.41464732,2.048976180e-12,6.235261612e-12,2.048976180e-12,2.048976180e-12,2.048976180e-12,,,
2.47362506,1.732990416e-12,3.039258043e-12,1.732990416e-12,1.732990416e-12,1.732990416e-12,,,
2.5,1.610000000e-12,1.610000000e-12,1.610000000e-12,1.610000000e-12,1.610000000e-12,1.610000000e-12,experimental marker-centre digitization,REDW2020 Fig.6 digitized experimental CNA marker
2.53404333,1.498702494e-12,1.542117606e-12,1.498702494e-12,1.498702494e-12,1.498702494e-12,,,
2.59593731,1.318893207e-12,1.418701004e-12,1.318893207e-12,1.318893207e-12,1.318893207e-12,,,
2.65934305,1.160656834e-12,1.292269952e-12,1.160656834e-12,1.160656834e-12,1.160656834e-12,,,
2.72429748,1.021405130e-12,1.162750823e-12,1.021405130e-12,1.021405130e-12,1.021405130e-12,,,
2.79083842,8.988603761e-13,1.030068190e-12,8.988603761e-13,8.988603761e-13,8.988603761e-13,,,
2.85900462,7.910181302e-13,8.941447854e-13,7.910181302e-13,7.910181302e-13,7.910181302e-13,,,
2.92883578,6.961144344e-13,7.549014530e-13,6.961144344e-13,6.961144344e-13,6.961144344e-13,,,
3,6.130000000e-13,6.130000000e-13,6.130000000e-13,6.130000000e-13,6.130000000e-13,6.130000000e-13,experimental marker-centre digitization,REDW2020 Fig.6 digitized experimental CNA marker
3.00037257,6.126258481e-13,6.128271294e-13,6.126258481e-13,6.126258481e-13,6.126258481e-13,,,
3.07365664,5.440871970e-13,5.788233208e-13,5.440871970e-13,5.440871970e-13,5.440871970e-13,,,
3.14873067,4.832164343e-13,5.439889695e-13,4.832164343e-13,4.832164343e-13,4.832164343e-13,,,
3.22563838,4.291557010e-13,5.083037895e-13,4.291557010e-13,4.291557010e-13,4.291557010e-13,,,
3.30442457,3.811431123e-13,4.717469993e-13,3.811431123e-13,3.811431123e-13,3.811431123e-13,,,
3.38513511,3.385020209e-13,4.342973099e-13,3.385020209e-13,3.385020209e-13,3.385020209e-13,,,
3.467817,3.006314805e-13,3.959329121e-13,3.006314805e-13,3.006314805e-13,3.006314805e-13,,,
3.5525184,2.669977769e-13,3.566314644e-13,2.669977769e-13,2.669977769e-13,2.669977769e-13,,,
3.63928862,2.371269062e-13,3.163700792e-13,2.371269062e-13,2.371269062e-13,2.371269062e-13,,,
3.72817821,2.105978945e-13,2.751253100e-13,2.105978945e-13,2.105978945e-13,2.105978945e-13,,,
3.81923893,1.870368651e-13,2.328731378e-13,1.870368651e-13,1.870368651e-13,1.870368651e-13,,,
3.9125238,1.661117695e-13,1.895889566e-13,1.661117695e-13,1.661117695e-13,1.661117695e-13,,,
